"","Country","Happiness","GDP","SocialSupport","Health","Freedom","Generosity","Corruption","PositiveAffect","NegativeAffect","ConfidenceInGovernment","Region"
"134","Turkey",5.607262134552,10.1317911148071,0.876467823982239,66.4000015258789,0.644434213638306,-0.242938563227654,0.670910537242889,0.449800908565521,0.312846124172211,0.586161255836487,"Middle East and Northern Africa"
"135","Turkmenistan",5.22914886474609,9.70436668395996,0.908454895019531,61.7999992370605,0.72039920091629,0.0438731797039509,NA,0.520885109901428,0.349627673625946,NA,"Central and Eastern Europe"
"136","Uganda",4.00051689147949,7.43703365325928,0.739956140518188,55.2999992370605,0.77234411239624,0.0690517872571945,0.815770030021667,0.703375637531281,0.400025725364685,0.655109107494354,"Sub-Saharan Africa"
"137","Ukraine",4.3110671043396,8.97390842437744,0.858324885368347,64.3000030517578,0.598875522613525,0.0171363689005375,0.936764001846313,0.59711217880249,0.234763830900192,0.110936529934406,"Central and Eastern Europe"
"138","United Arab Emirates",7.03941965103149,11.1168184280396,0.835527360439301,66.9000015258789,0.962016642093658,0.199402540922165,NA,0.795034885406494,0.207598447799683,NA,"Middle East and Northern Africa"
"139","United Kingdom",7.10327339172363,10.590446472168,0.937495291233063,72.0999984741211,0.812733292579651,0.286916464567184,0.418611347675323,0.758571803569794,0.209572419524193,0.440120846033096,"Western Europe"
"140","United States",6.99175930023193,10.9009056091309,0.921002864837646,68.4000015258789,0.868496716022491,0.188832819461823,0.681191265583038,0.82655531167984,0.268269062042236,0.38653501868248,"North America"
"141","Uruguay",6.33600997924805,9.93068504333496,0.913801670074463,68.9000015258789,0.897851645946503,-0.101414754986763,0.626581966876984,0.835861265659332,0.280323356389999,0.413032114505768,"Latin America and Caribbean"
"142","Uzbekistan",6.42144775390625,8.7408332824707,0.942131102085114,64.8000030517578,0.985177755355835,0.116510666906834,0.464641600847244,0.838989078998566,0.202737495303154,0.964690446853638,"Central and Eastern Europe"
"143","Venezuela",5.07075071334839,9.43929576873779,0.895879328250885,66.3000030517578,0.635505020618439,-0.206034779548645,0.843969225883484,0.725642740726471,0.362984865903854,0.241123601794243,"Latin America and Caribbean"
"144","Vietnam",5.17527866363525,8.72775936126709,NA,67.6999969482422,NA,NA,NA,NA,NA,NA,"Southeastern Asia"
"145","Yemen",3.25356006622314,NA,0.789555013179779,55.9000015258789,0.595190763473511,NA,NA,0.455181896686554,0.295063585042953,0.247786983847618,"Middle East and Northern Africa"
"146","Zambia",3.93277740478516,8.21317863464355,0.743753910064697,54.7999992370605,0.823168575763702,0.128904432058334,0.739540636539459,0.684623301029205,0.387188881635666,0.717004060745239,"Sub-Saharan Africa"
"147","Zimbabwe",3.63830018043518,7.5494909286499,0.754147052764893,55,0.75282609462738,-0.0696697980165482,0.751208007335663,0.806428372859955,0.224051341414452,0.682646691799164,"Sub-Saharan Africa"
